sampID	project	sort_date	well	libname	seqtype	cross	dap	n_nuc	peak	stage	stagecode	batch	platform	final ERCC dil.
D18-142258	180507Geh	4/27/18	10B	P12_10B	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142259	180507Geh	4/27/18	10C	P12_10C	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142260	180507Geh	4/27/18	10D	P12_10D	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142261	180507Geh	4/27/18	10E	P12_10E	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142262	180507Geh	4/27/18	10F	P12_10F	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142263	180507Geh	4/27/18	10G	P12_10G	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142264	180507Geh	4/27/18	10H	P12_10H	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142265	180507Geh	4/27/18	11A	P12_11A	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142266	180507Geh	4/27/18	11B	P12_11B	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142267	180507Geh	4/27/18	11C	P12_11C	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142268	180507Geh	4/27/18	11D	P12_11D	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142269	180507Geh	4/27/18	11E	P12_11E	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142270	180507Geh	4/27/18	11F	P12_11F	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142271	180507Geh	4/27/18	11G	P12_11G	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142272	180507Geh	4/27/18	11H	P12_11H	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142273	180507Geh	4/27/18	12A	P12_12A	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142274	180507Geh	4/27/18	12B	P12_12B	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142275	180507Geh	4/27/18	12C	P12_12C	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142276	180507Geh	4/27/18	12D	P12_12D	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142277	180507Geh	4/27/18	12E	P12_12E	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142278	180507Geh	4/27/18	12F	P12_12F	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142279	180507Geh	4/27/18	12G	P12_12G	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142280	180507Geh	4/27/18	12H	P12_12H	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142001	180507Geh	5/1/18	1A	P13_1A	paired	VxC	nocell	0	NA	NA	3	13	Nextseq	1:200M
D18-142002	180507Geh	5/1/18	1B	P13_1B	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142003	180507Geh	5/1/18	1C	P13_1C	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142004	180507Geh	5/1/18	1D	P13_1D	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142005	180507Geh	5/1/18	1E	P13_1E	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142006	180507Geh	5/1/18	1F	P13_1F	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142007	180507Geh	5/1/18	1G	P13_1G	paired	VxC	4	2	3N	heart	3	13	Nextseq	1:200M
D18-142008	180507Geh	5/1/18	1H	P13_1H	paired	VxC	4	2	3N	heart	3	13	Nextseq	1:200M
D18-142009	180507Geh	5/1/18	2A	P13_2A	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142010	180507Geh	5/1/18	2B	P13_2B	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142011	180507Geh	5/1/18	2C	P13_2C	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142012	180507Geh	5/1/18	2D	P13_2D	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142013	180507Geh	5/1/18	2E	P13_2E	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142014	180507Geh	5/1/18	2F	P13_2F	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142015	180507Geh	5/1/18	2G	P13_2G	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142016	180507Geh	5/1/18	2H	P13_2H	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142017	180507Geh	5/1/18	3A	P13_3A	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142018	180507Geh	5/1/18	3B	P13_3B	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142019	180507Geh	5/1/18	3C	P13_3C	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142020	180507Geh	5/1/18	3D	P13_3D	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142021	180507Geh	5/1/18	3E	P13_3E	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142022	180507Geh	5/1/18	3F	P13_3F	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142023	180507Geh	5/1/18	3G	P13_3G	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142024	180507Geh	5/1/18	3H	P13_3H	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142025	180507Geh	5/1/18	4A	P13_4A	paired	VxC	blank	0	NA	NA	3	13	Nextseq	1:200M
D18-142026	180507Geh	5/1/18	4B	P13_4B	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142027	180507Geh	5/1/18	4C	P13_4C	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142028	180507Geh	5/1/18	4D	P13_4D	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142029	180507Geh	5/1/18	4E	P13_4E	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142030	180507Geh	5/1/18	4F	P13_4F	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142031	180507Geh	5/1/18	4G	P13_4G	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142032	180507Geh	5/1/18	4H	P13_4H	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142033	180507Geh	5/1/18	5A	P13_5A	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142034	180507Geh	5/1/18	5B	P13_5B	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142035	180507Geh	5/1/18	5C	P13_5C	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142036	180507Geh	5/1/18	5D	P13_5D	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142037	180507Geh	5/1/18	5E	P13_5E	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142038	180507Geh	5/1/18	5F	P13_5F	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142039	180507Geh	5/1/18	5G	P13_5G	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142040	180507Geh	5/1/18	5H	P13_5H	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142041	180507Geh	5/1/18	6A	P13_6A	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142042	180507Geh	5/1/18	6B	P13_6B	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142043	180507Geh	5/1/18	6C	P13_6C	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142044	180507Geh	5/1/18	6D	P13_6D	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142045	180507Geh	5/1/18	6E	P13_6E	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142046	180507Geh	5/1/18	6F	P13_6F	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142047	180507Geh	5/1/18	6G	P13_6G	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142048	180507Geh	5/1/18	6H	P13_6H	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142049	180507Geh	5/1/18	7A	P13_7A	paired	VxC	nocell	0	NA	NA	3	13	Nextseq	1:200M
D18-142050	180507Geh	5/1/18	7B	P13_7B	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142051	180507Geh	5/1/18	7C	P13_7C	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142052	180507Geh	5/1/18	7D	P13_7D	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142053	180507Geh	5/1/18	7E	P13_7E	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142054	180507Geh	5/1/18	7F	P13_7F	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142055	180507Geh	5/1/18	7G	P13_7G	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142056	180507Geh	5/1/18	7H	P13_7H	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142057	180507Geh	5/1/18	8A	P13_8A	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142058	180507Geh	5/1/18	8B	P13_8B	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142059	180507Geh	5/1/18	8C	P13_8C	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142060	180507Geh	5/1/18	8D	P13_8D	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142061	180507Geh	5/1/18	8E	P13_8E	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142062	180507Geh	5/1/18	8F	P13_8F	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142063	180507Geh	5/1/18	8G	P13_8G	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142064	180507Geh	5/1/18	8H	P13_8H	paired	VxC	4	1	3N	heart	3	13	Nextseq	1:200M
D18-142065	180507Geh	5/1/18	9A	P13_9A	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142066	180507Geh	5/1/18	9B	P13_9B	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142067	180507Geh	5/1/18	9C	P13_9C	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142068	180507Geh	5/1/18	9D	P13_9D	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142069	180507Geh	5/1/18	9E	P13_9E	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142070	180507Geh	5/1/18	9F	P13_9F	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142071	180507Geh	5/1/18	9G	P13_9G	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142072	180507Geh	5/1/18	9H	P13_9H	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142073	180507Geh	5/1/18	10A	P13_10A	paired	VxC	blank	0	NA	NA	3	13	Nextseq	1:200M
D18-142074	180507Geh	5/1/18	10B	P13_10B	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142075	180507Geh	5/1/18	10C	P13_10C	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142076	180507Geh	5/1/18	10D	P13_10D	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142077	180507Geh	5/1/18	10E	P13_10E	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142078	180507Geh	5/1/18	10F	P13_10F	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142079	180507Geh	5/1/18	10G	P13_10G	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142080	180507Geh	5/1/18	10H	P13_10H	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142081	180507Geh	5/1/18	11A	P13_11A	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142082	180507Geh	5/1/18	11B	P13_11B	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142083	180507Geh	5/1/18	11C	P13_11C	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142084	180507Geh	5/1/18	11D	P13_11D	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142085	180507Geh	5/1/18	11E	P13_11E	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142086	180507Geh	5/1/18	11F	P13_11F	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142087	180507Geh	5/1/18	11G	P13_11G	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142088	180507Geh	5/1/18	11H	P13_11H	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142089	180507Geh	5/1/18	12A	P13_12A	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142090	180507Geh	5/1/18	12B	P13_12B	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142091	180507Geh	5/1/18	12C	P13_12C	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142092	180507Geh	5/1/18	12D	P13_12D	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142093	180507Geh	5/1/18	12E	P13_12E	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142094	180507Geh	5/1/18	12F	P13_12F	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142095	180507Geh	5/1/18	12G	P13_12G	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142096	180507Geh	5/1/18	12H	P13_12H	paired	VxC	4	1	6N	heart	3	13	Nextseq	1:200M
D18-142097	180507Geh	5/2/18	1A	P14_1A	paired	CxV	nocell	0	NA	NA	3	14	Nextseq	1:200M
D18-142098	180507Geh	5/2/18	1B	P14_1B	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142099	180507Geh	5/2/18	1C	P14_1C	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142100	180507Geh	5/2/18	1D	P14_1D	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142101	180507Geh	5/2/18	1E	P14_1E	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142102	180507Geh	5/2/18	1F	P14_1F	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142103	180507Geh	5/2/18	1G	P14_1G	paired	CxV	4	2	3N	heart	3	14	Nextseq	1:200M
D18-142104	180507Geh	5/2/18	1H	P14_1H	paired	CxV	4	2	3N	heart	3	14	Nextseq	1:200M
D18-142105	180507Geh	5/2/18	2A	P14_2A	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142106	180507Geh	5/2/18	2B	P14_2B	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142107	180507Geh	5/2/18	2C	P14_2C	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142108	180507Geh	5/2/18	2D	P14_2D	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142109	180507Geh	5/2/18	2E	P14_2E	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142110	180507Geh	5/2/18	2F	P14_2F	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142111	180507Geh	5/2/18	2G	P14_2G	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142112	180507Geh	5/2/18	2H	P14_2H	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142113	180507Geh	5/2/18	3A	P14_3A	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142114	180507Geh	5/2/18	3B	P14_3B	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142115	180507Geh	5/2/18	3C	P14_3C	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142116	180507Geh	5/2/18	3D	P14_3D	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142117	180507Geh	5/2/18	3E	P14_3E	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142118	180507Geh	5/2/18	3F	P14_3F	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142119	180507Geh	5/2/18	3G	P14_3G	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142120	180507Geh	5/2/18	3H	P14_3H	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142121	180507Geh	5/2/18	4A	P14_4A	paired	CxV	blank	0	NA	NA	3	14	Nextseq	1:200M
D18-142122	180507Geh	5/2/18	4B	P14_4B	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142123	180507Geh	5/2/18	4C	P14_4C	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142124	180507Geh	5/2/18	4D	P14_4D	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142125	180507Geh	5/2/18	4E	P14_4E	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142126	180507Geh	5/2/18	4F	P14_4F	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142127	180507Geh	5/2/18	4G	P14_4G	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142128	180507Geh	5/2/18	4H	P14_4H	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142129	180507Geh	5/2/18	5A	P14_5A	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142130	180507Geh	5/2/18	5B	P14_5B	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142131	180507Geh	5/2/18	5C	P14_5C	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142132	180507Geh	5/2/18	5D	P14_5D	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142133	180507Geh	5/2/18	5E	P14_5E	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142134	180507Geh	5/2/18	5F	P14_5F	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142135	180507Geh	5/2/18	5G	P14_5G	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142136	180507Geh	5/2/18	5H	P14_5H	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142137	180507Geh	5/2/18	6A	P14_6A	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142138	180507Geh	5/2/18	6B	P14_6B	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142139	180507Geh	5/2/18	6C	P14_6C	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142140	180507Geh	5/2/18	6D	P14_6D	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142141	180507Geh	5/2/18	6E	P14_6E	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142142	180507Geh	5/2/18	6F	P14_6F	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142143	180507Geh	5/2/18	6G	P14_6G	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142144	180507Geh	5/2/18	6H	P14_6H	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142145	180507Geh	5/2/18	7A	P14_7A	paired	CxV	nocell	0	NA	NA	3	14	Nextseq	1:200M
D18-142146	180507Geh	5/2/18	7B	P14_7B	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142147	180507Geh	5/2/18	7C	P14_7C	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142148	180507Geh	5/2/18	7D	P14_7D	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142149	180507Geh	5/2/18	7E	P14_7E	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142150	180507Geh	5/2/18	7F	P14_7F	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142151	180507Geh	5/2/18	7G	P14_7G	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142152	180507Geh	5/2/18	7H	P14_7H	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142153	180507Geh	5/2/18	8A	P14_8A	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142154	180507Geh	5/2/18	8B	P14_8B	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142155	180507Geh	5/2/18	8C	P14_8C	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142156	180507Geh	5/2/18	8D	P14_8D	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142157	180507Geh	5/2/18	8E	P14_8E	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142158	180507Geh	5/2/18	8F	P14_8F	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142159	180507Geh	5/2/18	8G	P14_8G	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142160	180507Geh	5/2/18	8H	P14_8H	paired	CxV	4	1	3N	heart	3	14	Nextseq	1:200M
D18-142161	180507Geh	5/2/18	9A	P14_9A	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142162	180507Geh	5/2/18	9B	P14_9B	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142163	180507Geh	5/2/18	9C	P14_9C	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142164	180507Geh	5/2/18	9D	P14_9D	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142165	180507Geh	5/2/18	9E	P14_9E	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142166	180507Geh	5/2/18	9F	P14_9F	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142167	180507Geh	5/2/18	9G	P14_9G	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142168	180507Geh	5/2/18	9H	P14_9H	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142169	180507Geh	5/2/18	10A	P14_10A	paired	CxV	blank	0	NA	NA	3	14	Nextseq	1:200M
D18-142170	180507Geh	5/2/18	10B	P14_10B	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142171	180507Geh	5/2/18	10C	P14_10C	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142172	180507Geh	5/2/18	10D	P14_10D	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142173	180507Geh	5/2/18	10E	P14_10E	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142174	180507Geh	5/2/18	10F	P14_10F	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142175	180507Geh	5/2/18	10G	P14_10G	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142176	180507Geh	5/2/18	10H	P14_10H	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142177	180507Geh	5/2/18	11A	P14_11A	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142178	180507Geh	5/2/18	11B	P14_11B	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142179	180507Geh	5/2/18	11C	P14_11C	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142180	180507Geh	5/2/18	11D	P14_11D	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142181	180507Geh	5/2/18	11E	P14_11E	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142182	180507Geh	5/2/18	11F	P14_11F	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142183	180507Geh	5/2/18	11G	P14_11G	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142184	180507Geh	5/2/18	11H	P14_11H	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142185	180507Geh	5/2/18	12A	P14_12A	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142186	180507Geh	5/2/18	12B	P14_12B	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142187	180507Geh	5/2/18	12C	P14_12C	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142188	180507Geh	5/2/18	12D	P14_12D	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142189	180507Geh	5/2/18	12E	P14_12E	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142190	180507Geh	5/2/18	12F	P14_12F	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142191	180507Geh	5/2/18	12G	P14_12G	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-142192	180507Geh	5/2/18	12H	P14_12H	paired	CxV	4	1	6N	heart	3	14	Nextseq	1:200M
D18-148001	180516Geh	5/3/18	1A	P15_1A	paired	VxC	nocell	0	NA	NA	3	15	Nextseq	1:200M
D18-148002	180516Geh	5/3/18	1B	P15_1B	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148003	180516Geh	5/3/18	1C	P15_1C	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148004	180516Geh	5/3/18	1D	P15_1D	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148005	180516Geh	5/3/18	1E	P15_1E	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148006	180516Geh	5/3/18	1F	P15_1F	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148007	180516Geh	5/3/18	1G	P15_1G	paired	VxC	4	2	3N	heart	3	15	Nextseq	1:200M
D18-148008	180516Geh	5/3/18	1H	P15_1H	paired	VxC	4	2	3N	heart	3	15	Nextseq	1:200M
D18-148009	180516Geh	5/3/18	2A	P15_2A	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148010	180516Geh	5/3/18	2B	P15_2B	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148011	180516Geh	5/3/18	2C	P15_2C	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148012	180516Geh	5/3/18	2D	P15_2D	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148013	180516Geh	5/3/18	2E	P15_2E	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148014	180516Geh	5/3/18	2F	P15_2F	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148015	180516Geh	5/3/18	2G	P15_2G	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148016	180516Geh	5/3/18	2H	P15_2H	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148017	180516Geh	5/3/18	3A	P15_3A	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148018	180516Geh	5/3/18	3B	P15_3B	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148019	180516Geh	5/3/18	3C	P15_3C	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148020	180516Geh	5/3/18	3D	P15_3D	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
D18-148021	180516Geh	5/3/18	3E	P15_3E	paired	VxC	4	1	3N	heart	3	15	Nextseq	1:200M
