name	experiment 	library	cross	dap	ploidy	stage	batch	fmat	tissue	washed	cell cycle stage	trajectory
P22_2C	180928Geh	paired	VxC	4	3N	heart	1	0.975768	seedcoat	yes	G1	1067
P22_2D	180928Geh	paired	VxC	4	3N	heart	1	0.664428	endo	yes	G1toS	762
P22_2E	180928Geh	paired	VxC	4	3N	heart	1	0.719979	endo	yes	G1toS	816
P22_2F	180928Geh	paired	VxC	4	3N	heart	1	0.765737	endo	yes	S	502
P22_2G	180928Geh	paired	VxC	4	3N	heart	1	0.665287	endo	yes	S	676
P22_2H	180928Geh	paired	VxC	4	3N	heart	1	0.91513	seedcoat	yes	G0	1265
P22_3A	180928Geh	paired	VxC	4	3N	heart	1	0.993836	seedcoat	yes	G0	1236
P22_3B	180928Geh	paired	VxC	4	3N	heart	1	0.958803	seedcoat	yes	M	123
P22_3C	180928Geh	paired	VxC	4	3N	heart	1	0.901432	seedcoat	yes	G1toS	714
P22_3D	180928Geh	paired	VxC	4	3N	heart	1	0.81877	endo	yes	S	624
P22_3E	180928Geh	paired	VxC	4	3N	heart	1	0.99194	seedcoat	yes	G0	1271
P22_3F	180928Geh	paired	VxC	4	3N	heart	1	0.984021	seedcoat	yes	G0	1173
P22_3G	180928Geh	paired	VxC	4	3N	heart	1	0.996411	seedcoat	yes	G0	1266
P22_3H	180928Geh	paired	VxC	4	3N	heart	1	0.73953	endo	yes	G0	1201
P22_4B	180928Geh	paired	VxC	4	3N	heart	1	0.770747	endo	yes	S	677
P22_4C	180928Geh	paired	VxC	4	3N	heart	1	0.951086	seedcoat	yes	G2	383
P22_4D	180928Geh	paired	VxC	4	3N	heart	1	0.658475	endo	yes	S	625
P22_4E	180928Geh	paired	VxC	4	3N	heart	1	0.949573	seedcoat	yes	G2	384
P22_4F	180928Geh	paired	VxC	4	3N	heart	1	0.673199	endo	yes	G1toS	779
P22_4H	180928Geh	paired	VxC	4	3N	heart	1	0.834335	endo	yes	G1toS	763
P22_5A	180928Geh	paired	VxC	4	3N	heart	1	0.924854	seedcoat	yes	G1toS	919
P22_5C	180928Geh	paired	VxC	4	3N	heart	1	0.777136	endo	yes	S	626
P22_5D	180928Geh	paired	VxC	4	3N	heart	1	0.997829	seedcoat	yes	G1	1047
P22_5F	180928Geh	paired	VxC	4	3N	heart	1	0.859575	seedcoat	yes	G1toS	795
P22_5G	180928Geh	paired	VxC	4	3N	heart	1	0.975331	seedcoat	yes	G1	999
P22_5H	180928Geh	paired	VxC	4	3N	heart	1	0.748662	endo	yes	G1toS	692
P22_6A	180928Geh	paired	VxC	4	3N	heart	1	0.751613	endo	yes	S	547
P22_6B	180928Geh	paired	VxC	4	3N	heart	1	0.788968	endo	yes	S	548
P22_6C	180928Geh	paired	VxC	4	3N	heart	1	0.984385	seedcoat	yes	S	678
P22_6D	180928Geh	paired	VxC	4	3N	heart	1	0.723222	endo	yes	S	642
P22_6E	180928Geh	paired	VxC	4	3N	heart	1	0.760686	endo	yes	G1toS	742
P22_6F	180928Geh	paired	VxC	4	3N	heart	1	0.808676	endo	yes	G2	232
P22_6G	180928Geh	paired	VxC	4	3N	heart	1	0.776077	endo	yes	S	549
P22_6H	180928Geh	paired	VxC	4	3N	heart	1	0.740628	endo	yes	G1	957
P22_7B	180928Geh	paired	VxC	4	3N	heart	1	0.812623	endo	yes	G2	359
P22_7C	180928Geh	paired	VxC	4	3N	heart	1	0.75118	endo	yes	S	688
P22_7D	180928Geh	paired	VxC	4	3N	heart	1	0.916103	seedcoat	yes	G2	322
P22_7E	180928Geh	paired	VxC	4	3N	heart	1	0.727803	endo	yes	S	550
P22_7G	180928Geh	paired	VxC	4	3N	heart	1	0.790312	endo	yes	S	679
P22_7H	180928Geh	paired	VxC	4	3N	heart	1	0.758084	endo	yes	S	647
P22_8A	180928Geh	paired	VxC	4	3N	heart	1	0.692546	endo	yes	G1	1144
P22_8B	180928Geh	paired	VxC	4	3N	heart	1	0.729694	endo	yes	S	551
P22_8C	180928Geh	paired	VxC	4	3N	heart	1	0.800365	endo	yes	G2	404
P22_8D	180928Geh	paired	VxC	4	3N	heart	1	0.825075	endo	yes	S	627
P22_8E	180928Geh	paired	VxC	4	3N	heart	1	0.726638	endo	yes	G1toS	764
P22_8G	180928Geh	paired	VxC	4	3N	heart	1	0.919677	seedcoat	yes	G2	233
P22_8H	180928Geh	paired	VxC	4	3N	heart	1	0.699679	endo	yes	G1toS	796
P22_9A	180928Geh	paired	VxC	4	6N	heart	1	0.722803	endo	yes	G2	385
P22_9B	180928Geh	paired	VxC	4	6N	heart	1	0.716293	endo	yes	G1toS	715
P22_9C	180928Geh	paired	VxC	4	6N	heart	1	0.751952	endo	yes	G1toS	864
P22_9D	180928Geh	paired	VxC	4	6N	heart	1	0.74738	endo	yes	G1	958
P22_9E	180928Geh	paired	VxC	4	6N	heart	1	0.941692	seedcoat	yes	G2	234
P22_9F	180928Geh	paired	VxC	4	6N	heart	1	0.73609	endo	yes	M	46
P22_9G	180928Geh	paired	VxC	4	6N	heart	1	0.991729	seedcoat	yes	G0	1305
P22_9H	180928Geh	paired	VxC	4	6N	heart	1	0.684449	endo	yes	S	552
P3_1B	171003Geh	single	CxV	4	3N	heart	1	0.930457	seedcoat	no	G1toS	938
P3_1D	171003Geh	single	CxV	4	3N	heart	1	0.813194	endo	no	S	628
P3_2A	171003Geh	single	CxV	4	3N	heart	1	0.754531	endo	no	G1toS	865
P3_2B	171003Geh	single	CxV	4	3N	heart	1	0.934388	seedcoat	no	G1toS	765
P3_2C	171003Geh	single	CxV	4	3N	heart	1	0.75609	endo	no	S	572
P3_2D	171003Geh	single	CxV	4	3N	heart	1	0.749845	endo	no	G1	1000
P3_2E	171003Geh	single	CxV	4	3N	heart	1	0.779093	endo	no	G2	360
P3_2F	171003Geh	single	CxV	4	3N	heart	1	0.94694	seedcoat	no	G2	169
P3_2G	171003Geh	single	CxV	4	3N	heart	1	0.729638	endo	no	S	553
P3_3A	171003Geh	single	CxV	4	6N	heart	1	0.777322	endo	no	M	124
P3_3B	171003Geh	single	CxV	4	6N	heart	1	0.765404	endo	no	M	47
P3_3C	171003Geh	single	CxV	4	6N	heart	1	0.781963	endo	no	G2	172
P3_3D	171003Geh	single	CxV	4	6N	heart	1	0.732726	endo	no	M	52
P3_3E	171003Geh	single	CxV	4	6N	heart	1	0.801893	endo	no	M	97
P3_3F	171003Geh	single	CxV	4	6N	heart	1	0.771422	endo	no	G1	959
P3_3G	171003Geh	single	CxV	4	6N	heart	1	0.968657	seedcoat	no	G2	361
P3_3H	171003Geh	single	CxV	4	6N	heart	1	0.786262	endo	no	M	125
P3_4B	171003Geh	single	VxC	4	3N	heart	1	0.945934	seedcoat	no	G0	1202
P3_4C	171003Geh	single	VxC	4	3N	heart	1	0.693645	endo	no	G2	256
P3_4D	171003Geh	single	VxC	4	3N	heart	1	0.730777	endo	no	G2	257
P3_4E	171003Geh	single	VxC	4	3N	heart	1	0.776624	endo	no	G1toS	898
P3_5B	171003Geh	single	VxC	4	3N	heart	1	0.73685	endo	no	G1toS	866
P3_5C	171003Geh	single	VxC	4	3N	heart	1	0.583416	embryo	no	G2	170
P3_5D	171003Geh	single	VxC	4	3N	heart	1	0.795754	endo	no	G1toS	743
P3_5E	171003Geh	single	VxC	4	3N	heart	1	0.698018	endo	no	S	629
P3_5F	171003Geh	single	VxC	4	3N	heart	1	0.755137	endo	no	G1toS	766
P3_5G	171003Geh	single	VxC	4	3N	heart	1	0.915249	seedcoat	no	G1	960
P3_5H	171003Geh	single	VxC	4	3N	heart	1	0.755893	endo	no	S	591
P3_6A	171003Geh	single	VxC	4	6N	heart	1	0.724142	endo	no	M	98
P3_6B	171003Geh	single	VxC	4	6N	heart	1	0.669377	endo	no	M	75
P3_6C	171003Geh	single	VxC	4	6N	heart	1	0.798111	endo	no	G2	459
P3_6D	171003Geh	single	VxC	4	6N	heart	1	0.724084	endo	no	G0	1237
P3_6E	171003Geh	single	VxC	4	6N	heart	1	0.747766	endo	no	G2	208
P3_6F	171003Geh	single	VxC	4	6N	heart	1	0.716099	endo	no	G1	1001
P3_6G	171003Geh	single	VxC	4	6N	heart	1	0.679658	endo	no	G2	258
P3_6H	171003Geh	single	VxC	4	6N	heart	1	0.758861	endo	no	G2	235
P4_1D	171003Geh	single	VxC	2	3N	preglobular	1	0.992834	seedcoat	no	G2	206
P4_1E	171003Geh	single	VxC	2	3N	preglobular	1	0.988543	seedcoat	no	G1toS	899
P4_2A	171003Geh	single	VxC	2	3N	preglobular	1	0.986855	seedcoat	no	G2	323
P4_2B	171003Geh	single	VxC	2	3N	preglobular	1	0.977927	seedcoat	no	G1toS	744
P4_2C	171003Geh	single	VxC	2	3N	preglobular	1	0.990884	seedcoat	no	G2	270
P4_2D	171003Geh	single	VxC	2	3N	preglobular	1	0.989692	seedcoat	no	G2	171
P4_2E	171003Geh	single	VxC	2	3N	preglobular	1	0.96919	seedcoat	no	G1toS	867
P4_2G	171003Geh	single	VxC	2	3N	preglobular	1	0.850065	seedcoat	no	S	503
P4_2H	171003Geh	single	VxC	2	3N	preglobular	1	0.979265	seedcoat	no	G0	1203
P4_3A	171003Geh	single	VxC	2	4N	preglobular	1	0.983868	seedcoat	no	G2	362
P4_3B	171003Geh	single	VxC	2	4N	preglobular	1	0.9888	seedcoat	no	G1	1096
P4_3C	171003Geh	single	VxC	2	4N	preglobular	1	0.988345	seedcoat	no	G2	259
P4_3D	171003Geh	single	VxC	2	4N	preglobular	1	0.996157	seedcoat	no	G2	324
P4_3F	171003Geh	single	VxC	2	4N	preglobular	1	0.984265	seedcoat	no	G2	236
P4_3G	171003Geh	single	VxC	2	4N	preglobular	1	0.98213	seedcoat	no	M	21
P4_3H	171003Geh	single	VxC	2	4N	preglobular	1	0.988552	seedcoat	no	G2	237
P4_4C	171003Geh	single	CxV	2	3N	preglobular	1	0.979595	seedcoat	no	G0	1283
P4_4E	171003Geh	single	CxV	2	3N	preglobular	1	0.988354	seedcoat	no	G1	1068
P4_5A	171003Geh	single	CxV	2	3N	preglobular	1	0.989088	seedcoat	no	G1toS	931
P4_5C	171003Geh	single	CxV	2	3N	preglobular	1	0.989928	seedcoat	no	G0	1284
P4_5D	171003Geh	single	CxV	2	3N	preglobular	1	0.977423	seedcoat	no	M	148
P4_5F	171003Geh	single	CxV	2	3N	preglobular	1	0.982111	seedcoat	no	G1	943
P4_5G	171003Geh	single	CxV	2	3N	preglobular	1	0.964937	seedcoat	no	G1	1091
P4_6A	171003Geh	single	CxV	2	4N	preglobular	1	0.9884	seedcoat	no	G1	1069
P4_6B	171003Geh	single	CxV	2	4N	preglobular	1	0.982909	seedcoat	no	G2	325
P4_6D	171003Geh	single	CxV	2	4N	preglobular	1	0.978534	seedcoat	no	G0	1285
P4_6G	171003Geh	single	CxV	2	4N	preglobular	1	0.983223	seedcoat	no	G2	238
P5_1B	171220Geh	single	CxL	3	3N	globular	1	0.72523	endo	no	G1toS	716
P5_1C	171220Geh	single	CxL	3	3N	globular	1	0.965613	seedcoat	no	G1	1097
P5_1D	171220Geh	single	CxL	3	3N	globular	1	0.966427	seedcoat	no	G2	326
P5_1E	171220Geh	single	CxL	3	3N	globular	1	0.981788	seedcoat	no	G1	1145
P5_2A	171220Geh	single	CxL	3	3N	globular	1	0.743548	endo	no	G1toS	695
P5_2B	171220Geh	single	CxL	3	3N	globular	1	0.979288	seedcoat	no	G0	1204
P5_2C	171220Geh	single	CxL	3	3N	globular	1	0.795078	endo	no	S	554
P5_2D	171220Geh	single	CxL	3	3N	globular	1	0.781861	endo	no	S	486
P5_2E	171220Geh	single	CxL	3	3N	globular	1	0.962439	seedcoat	no	G0	1205
P5_2F	171220Geh	single	CxL	3	3N	globular	1	0.712452	endo	no	S	592
P5_2G	171220Geh	single	CxL	3	3N	globular	1	0.946908	seedcoat	no	G1toS	920
P5_2H	171220Geh	single	CxL	3	3N	globular	1	0.958667	seedcoat	no	G0	1206
P5_3A	171220Geh	single	CxL	3	6N	globular	1	0.753729	endo	no	S	593
P5_3B	171220Geh	single	CxL	3	6N	globular	1	0.790255	endo	no	G2	386
P5_3C	171220Geh	single	CxL	3	6N	globular	1	0.760994	endo	no	G0	1170
P5_3D	171220Geh	single	CxL	3	6N	globular	1	0.78225	endo	no	G1	961
P5_3E	171220Geh	single	CxL	3	6N	globular	1	0.712975	endo	no	G1toS	745
P5_3F	171220Geh	single	CxL	3	6N	globular	1	0.68922	endo	no	G1toS	767
P5_3G	171220Geh	single	CxL	3	6N	globular	1	0.97185	seedcoat	no	G0	1267
P5_4B	171220Geh	single	LxC	3	3N	globular	1	0.652522	endo	no	G1	1092
P5_4C	171220Geh	single	LxC	3	3N	globular	1	0.786298	seedcoat	no	G2	327
P5_4D	171220Geh	single	LxC	3	3N	globular	1	0.59754	endo	no	G1	1048
P5_4E	171220Geh	single	LxC	3	3N	globular	1	0.686421	endo	no	G2	176
P5_5B	171220Geh	single	LxC	3	3N	globular	1	0.928962	seedcoat	no	G1	1164
P5_5C	171220Geh	single	LxC	3	3N	globular	1	0.674081	endo	no	S	555
P5_5D	171220Geh	single	LxC	3	3N	globular	1	0.918532	seedcoat	no	G1	1002
P5_5E	171220Geh	single	LxC	3	3N	globular	1	0.95042	seedcoat	no	G0	1268
P5_5F	171220Geh	single	LxC	3	3N	globular	1	0.653117	endo	no	S	680
P5_5G	171220Geh	single	LxC	3	3N	globular	1	0.905325	seedcoat	no	G1	1049
P5_6A	171220Geh	single	LxC	3	6N	globular	1	0.672038	endo	no	M	126
P5_6B	171220Geh	single	LxC	3	6N	globular	1	0.652547	endo	no	S	594
P5_6D	171220Geh	single	LxC	3	6N	globular	1	0.675947	endo	no	S	462
P5_6E	171220Geh	single	LxC	3	6N	globular	1	0.746243	endo	no	G2	363
P5_6F	171220Geh	single	LxC	3	6N	globular	1	0.931591	seedcoat	no	G1toS	797
P5_6G	171220Geh	single	LxC	3	6N	globular	1	0.715248	endo	no	G2	387
P5_6H	171220Geh	single	LxC	3	6N	globular	1	0.693699	endo	no	M	104
P6_10B	171220Geh	single	LxC	5	3N	torpedo	1	0.731369	endo	no	M	149
P6_10C	171220Geh	single	LxC	5	3N	torpedo	1	0.680608	endo	no	G1toS	768
P6_10D	171220Geh	single	LxC	5	3N	torpedo	1	0.704117	endo	no	G1	1028
P6_10E	171220Geh	single	LxC	5	3N	torpedo	1	0.748669	endo	no	M	150
P6_10F	171220Geh	single	LxC	5	3N	torpedo	1	0.784958	endo	no	G1	1003
P6_11A	171220Geh	single	LxC	5	3N	torpedo	1	0.688932	endo	no	G1	1050
P6_11B	171220Geh	single	LxC	5	3N	torpedo	1	0.72581	endo	no	G2	184
P6_11D	171220Geh	single	LxC	5	3N	torpedo	1	0.737246	endo	no	G1	1051
P6_11E	171220Geh	single	LxC	5	3N	torpedo	1	0.735198	endo	no	G1	962
P6_11G	171220Geh	single	LxC	5	3N	torpedo	1	0.695859	endo	no	G1	1029
P6_11H	171220Geh	single	LxC	5	3N	torpedo	1	0.671247	endo	no	G1	1052
P6_12B	171220Geh	single	LxC	5	6N	torpedo	1	0.706021	endo	no	M	181
P6_12C	171220Geh	single	LxC	5	6N	torpedo	1	0.716179	endo	no	G0	1207
P6_12D	171220Geh	single	LxC	5	6N	torpedo	1	0.691073	endo	no	M	48
P6_12E	171220Geh	single	LxC	5	6N	torpedo	1	0.713444	endo	no	G1	1101
P6_12F	171220Geh	single	LxC	5	6N	torpedo	1	0.762783	endo	no	G2	424
P6_12G	171220Geh	single	LxC	5	6N	torpedo	1	0.766249	endo	no	G0	1269
P6_7C	171220Geh	single	CxL	5	3N	heart	1	0.72722	endo	no	G1toS	798
P6_7D	171220Geh	single	CxL	5	3N	heart	1	0.7198	endo	no	S	504
P6_7E	171220Geh	single	CxL	5	3N	heart	1	0.964477	seedcoat	no	G1toS	799
P6_8A	171220Geh	single	CxL	5	3N	heart	1	0.694524	endo	no	S	510
P6_8B	171220Geh	single	CxL	5	3N	heart	1	0.710319	endo	no	G0	1238
P6_8C	171220Geh	single	CxL	5	3N	heart	1	0.73525	endo	no	M	127
P6_8D	171220Geh	single	CxL	5	3N	heart	1	0.747732	endo	no	G2	328
P6_8E	171220Geh	single	CxL	5	3N	heart	1	0.696663	endo	no	G1toS	717
P6_8F	171220Geh	single	CxL	5	3N	heart	1	0.734802	endo	no	G1toS	824
P6_8H	171220Geh	single	CxL	5	3N	heart	1	0.725576	endo	no	M	166
P6_9A	171220Geh	single	CxL	5	6N	heart	1	0.743799	endo	no	M	155
P6_9B	171220Geh	single	CxL	5	6N	heart	1	0.692293	endo	no	S	556
P6_9C	171220Geh	single	CxL	5	6N	heart	1	0.696946	endo	no	M	22
P6_9D	171220Geh	single	CxL	5	6N	heart	1	0.745231	endo	no	G2	177
P6_9E	171220Geh	single	CxL	5	6N	heart	1	0.726525	endo	no	G1toS	800
P6_9F	171220Geh	single	CxL	5	6N	heart	1	0.733745	endo	no	G2	366
P6_9G	171220Geh	single	CxL	5	6N	heart	1	0.723984	endo	no	G2	449
P6_9H	171220Geh	single	CxL	5	6N	heart	1	0.767691	endo	no	M	49
P7_10B	171220Geh	single	VxC	5	3N	heart	1	0.74575	endo	no	G2	364
P7_10C	171220Geh	single	VxC	5	3N	heart	1	0.665335	endo	no	M	151
P7_10D	171220Geh	single	VxC	5	3N	heart	1	0.763462	endo	no	G1toS	924
P7_10E	171220Geh	single	VxC	5	3N	heart	1	0.908677	seedcoat	no	G1	1093
P7_10F	171220Geh	single	VxC	5	3N	heart	1	0.650535	endo	no	S	630
P7_11A	171220Geh	single	VxC	5	3N	heart	1	0.736486	endo	no	S	557
P7_11B	171220Geh	single	VxC	5	3N	heart	1	0.732479	endo	no	G1	1124
P7_11C	171220Geh	single	VxC	5	3N	heart	1	0.63077	embryo	no	G2	405
P7_11D	171220Geh	single	VxC	5	3N	heart	1	0.697911	endo	no	G2	365
P7_11E	171220Geh	single	VxC	5	3N	heart	1	0.737239	endo	no	G1toS	801
P7_12A	171220Geh	single	VxC	5	6N	heart	1	0.705847	endo	no	G2	388
P7_12B	171220Geh	single	VxC	5	6N	heart	1	0.709301	endo	no	M	99
P7_12C	171220Geh	single	VxC	5	6N	heart	1	0.694862	endo	no	G2	178
P7_12D	171220Geh	single	VxC	5	6N	heart	1	0.680656	endo	no	G2	260
P7_12E	171220Geh	single	VxC	5	6N	heart	1	0.698821	endo	no	S	487
P7_12F	171220Geh	single	VxC	5	6N	heart	1	0.680764	endo	no	G1toS	802
P7_12G	171220Geh	single	VxC	5	6N	heart	1	0.704698	endo	no	G2	329
P7_12H	171220Geh	single	VxC	5	6N	heart	1	0.675767	endo	no	M	100
P7_1B	171220Geh	single	CxV	3	3N	heart	1	0.753255	endo	no	S	643
P7_1C	171220Geh	single	CxV	3	3N	heart	1	0.752683	endo	no	G1toS	769
P7_1D	171220Geh	single	CxV	3	3N	heart	1	0.967969	seedcoat	no	G0	1239
P7_1E	171220Geh	single	CxV	3	3N	heart	1	0.97007	seedcoat	no	G0	1286
P7_2A	171220Geh	single	CxV	3	3N	heart	1	0.961275	seedcoat	no	G1toS	879
P7_2B	171220Geh	single	CxV	3	3N	heart	1	0.980504	seedcoat	no	G0	1240
P7_2D	171220Geh	single	CxV	3	3N	heart	1	0.977722	seedcoat	no	G1toS	770
P7_2F	171220Geh	single	CxV	3	3N	heart	1	0.741314	endo	no	G1	963
P7_2G	171220Geh	single	CxV	3	3N	heart	1	0.759399	endo	no	G1toS	771
P7_2H	171220Geh	single	CxV	3	3N	heart	1	0.967389	seedcoat	no	G2	261
P7_3A	171220Geh	single	CxV	3	6N	heart	1	0.716595	endo	no	G1toS	880
P7_3C	171220Geh	single	CxV	3	6N	heart	1	0.709519	endo	no	M	50
P7_3D	171220Geh	single	CxV	3	6N	heart	1	0.699384	endo	no	M	23
P7_3E	171220Geh	single	CxV	3	6N	heart	1	0.711046	endo	no	G2	425
P7_3F	171220Geh	single	CxV	3	6N	heart	1	0.773306	endo	no	G1	1070
P7_3G	171220Geh	single	CxV	3	6N	heart	1	0.661354	endo	no	G2	330
P7_3H	171220Geh	single	CxV	3	6N	heart	1	0.976914	seedcoat	no	G1	1030
P7_4D	171220Geh	single	CxV	5	3N	heart	1	0.740394	endo	no	G1	944
P7_4E	171220Geh	single	CxV	5	3N	heart	1	0.919436	seedcoat	no	G1toS	772
P7_5A	171220Geh	single	CxV	5	3N	heart	1	0.780813	endo	no	G1	1116
P7_5B	171220Geh	single	CxV	5	3N	heart	1	0.71822	endo	no	G1	1146
P7_5C	171220Geh	single	CxV	5	3N	heart	1	0.682311	endo	no	G0	1241
P7_5D	171220Geh	single	CxV	5	3N	heart	1	0.732023	endo	no	G2	389
P7_5E	171220Geh	single	CxV	5	3N	heart	1	0.716681	endo	no	G1toS	840
P7_5F	171220Geh	single	CxV	5	3N	heart	1	0.737647	endo	no	G2	443
P7_5H	171220Geh	single	CxV	5	3N	heart	1	0.759769	endo	no	G2	194
P7_6A	171220Geh	single	CxV	5	6N	heart	1	0.715476	endo	no	G1	1147
P7_6C	171220Geh	single	CxV	5	6N	heart	1	0.925737	seedcoat	no	G2	262
P7_6E	171220Geh	single	CxV	5	6N	heart	1	0.966978	seedcoat	no	G0	1177
P7_6F	171220Geh	single	CxV	5	6N	heart	1	0.775415	endo	no	M	101
P7_6G	171220Geh	single	CxV	5	6N	heart	1	0.704084	endo	no	G1toS	803
P7_7B	171220Geh	single	VxC	3	3N	heart	1	0.97738	seedcoat	no	G1	1031
P7_7D	171220Geh	single	VxC	3	3N	heart	1	0.739769	endo	no	S	704
P7_7E	171220Geh	single	VxC	3	3N	heart	1	0.769886	endo	no	G1toS	746
P7_7F	171220Geh	single	VxC	3	3N	heart	1	0.746741	endo	no	G1	1053
P7_8A	171220Geh	single	VxC	3	3N	heart	1	0.750743	endo	no	G1	1080
P7_8E	171220Geh	single	VxC	3	3N	heart	1	0.774338	endo	no	G2	406
P7_8F	171220Geh	single	VxC	3	3N	heart	1	0.772858	endo	no	G1toS	868
P7_8G	171220Geh	single	VxC	3	3N	heart	1	0.960586	seedcoat	no	G2	331
P7_9A	171220Geh	single	VxC	3	6N	heart	1	0.760475	endo	no	G1toS	939
P7_9B	171220Geh	single	VxC	3	6N	heart	1	0.674676	endo	no	G1	978
P7_9C	171220Geh	single	VxC	3	6N	heart	1	0.74273	endo	no	G2	450
P7_9D	171220Geh	single	VxC	3	6N	heart	1	0.720418	endo	no	G1toS	841
P7_9E	171220Geh	single	VxC	3	6N	heart	1	0.64996	endo	no	G2	185
P8_10B	171220Geh	single	LxC	4	3N	late heart	1	0.695556	endo	no	G1toS	773
P8_10C	171220Geh	single	LxC	4	3N	late heart	1	0.690733	endo	no	S	691
P8_10D	171220Geh	single	LxC	4	3N	late heart	1	0.695206	endo	no	G1toS	817
P8_10E	171220Geh	single	LxC	4	3N	late heart	1	0.671838	endo	no	G1	1032
P8_10F	171220Geh	single	LxC	4	3N	late heart	1	0.695505	endo	no	G1toS	818
P8_10G	171220Geh	single	LxC	4	3N	late heart	1	0.738331	endo	no	G1	1094
P8_10H	171220Geh	single	LxC	4	3N	late heart	1	0.719312	endo	no	G1toS	718
P8_11A	171220Geh	single	LxC	4	3N	late heart	1	0.956506	seedcoat	no	G1	1054
P8_11C	171220Geh	single	LxC	4	3N	late heart	1	0.742047	endo	no	G1	1055
P8_11D	171220Geh	single	LxC	4	3N	late heart	1	0.789129	endo	no	G1toS	747
P8_11F	171220Geh	single	LxC	4	3N	late heart	1	0.699289	endo	no	G1	1056
P8_11G	171220Geh	single	LxC	4	3N	late heart	1	0.800333	endo	no	G1toS	720
P8_12A	171220Geh	single	LxC	4	6N	late heart	1	0.716063	endo	no	M	152
P8_12B	171220Geh	single	LxC	4	6N	late heart	1	0.687657	endo	no	S	595
P8_12C	171220Geh	single	LxC	4	6N	late heart	1	0.754787	endo	no	G2	186
P8_12D	171220Geh	single	LxC	4	6N	late heart	1	0.794304	seedcoat	no	G1toS	842
P8_12E	171220Geh	single	LxC	4	6N	late heart	1	0.700342	endo	no	G2	332
P8_12F	171220Geh	single	LxC	4	6N	late heart	1	0.708739	endo	no	S	489
P8_12H	171220Geh	single	LxC	4	6N	late heart	1	0.749221	endo	no	G0	1287
P8_1B	171220Geh	single	CxV	4	3N	heart	1	0.715666	endo	no	G1toS	921
P8_1C	171220Geh	single	CxV	4	3N	heart	1	0.702753	endo	no	G2	417
P8_1D	171220Geh	single	CxV	4	3N	heart	1	0.71275	endo	no	S	480
P8_2A	171220Geh	single	CxV	4	3N	heart	1	0.744929	endo	no	G2	333
P8_2B	171220Geh	single	CxV	4	3N	heart	1	0.655895	endo	no	G2	334
P8_2C	171220Geh	single	CxV	4	3N	heart	1	0.727896	endo	no	G2	390
P8_2D	171220Geh	single	CxV	4	3N	heart	1	0.667477	endo	no	G1	966
P8_2E	171220Geh	single	CxV	4	3N	heart	1	0.729458	endo	no	M	24
P8_2F	171220Geh	single	CxV	4	3N	heart	1	0.671254	endo	no	S	558
P8_2G	171220Geh	single	CxV	4	3N	heart	1	0.78283	endo	no	S	566
P8_3A	171220Geh	single	CxV	4	6N	heart	1	0.98058	seedcoat	no	G1	1165
P8_3B	171220Geh	single	CxV	4	6N	heart	1	0.716617	endo	no	G2	195
P8_3C	171220Geh	single	CxV	4	6N	heart	1	0.676072	endo	no	G1	964
P8_3D	171220Geh	single	CxV	4	6N	heart	1	0.964772	seedcoat	no	G0	1208
P8_3E	171220Geh	single	CxV	4	6N	heart	1	0.740856	endo	no	G2	409
P8_3F	171220Geh	single	CxV	4	6N	heart	1	0.966802	seedcoat	no	G0	1288
P8_3G	171220Geh	single	CxV	4	6N	heart	1	0.751006	endo	no	M	153
P8_3H	171220Geh	single	CxV	4	6N	heart	1	0.741813	endo	no	M	167
P8_4C	171220Geh	single	CxL	4	3N	early heart	1	0.70273	endo	no	S	681
P8_4D	171220Geh	single	CxL	4	3N	early heart	1	0.973549	seedcoat	no	G2	335
P8_4E	171220Geh	single	CxL	4	3N	early heart	1	0.983405	seedcoat	no	G1toS	843
P8_4F	171220Geh	single	CxL	4	3N	early heart	1	0.734643	endo	no	S	598
P8_4H	171220Geh	single	CxL	4	3N	early heart	1	0.955501	seedcoat	no	G0	1289
P8_5A	171220Geh	single	CxL	4	3N	early heart	1	0.722812	endo	no	S	505
P8_5D	171220Geh	single	CxL	4	3N	early heart	1	0.696599	endo	no	S	645
P8_5E	171220Geh	single	CxL	4	3N	early heart	1	0.791022	endo	no	G1toS	774
P8_5F	171220Geh	single	CxL	4	3N	early heart	1	0.711379	endo	no	S	490
P8_5G	171220Geh	single	CxL	4	3N	early heart	1	0.781678	endo	no	G1	1004
P8_5H	171220Geh	single	CxL	4	3N	early heart	1	0.703654	endo	no	S	682
P8_6A	171220Geh	single	CxL	4	6N	early heart	1	0.690506	endo	no	M	128
P8_6B	171220Geh	single	CxL	4	6N	early heart	1	0.755136	endo	no	G2	451
P8_6C	171220Geh	single	CxL	4	6N	early heart	1	0.692808	endo	no	S	472
P8_6D	171220Geh	single	CxL	4	6N	early heart	1	0.733942	endo	no	G2	416
P8_6E	171220Geh	single	CxL	4	6N	early heart	1	0.712773	endo	no	M	51
P8_6F	171220Geh	single	CxL	4	6N	early heart	1	0.954251	seedcoat	no	G2	263
P8_6G	171220Geh	single	CxL	4	6N	early heart	1	0.731966	endo	no	M	25
P8_6H	171220Geh	single	CxL	4	6N	early heart	1	0.724598	endo	no	G2	239
P8_7B	171220Geh	single	VxC	4	3N	heart	1	0.673348	endo	no	G1toS	696
P8_7C	171220Geh	single	VxC	4	3N	heart	1	0.713505	endo	no	G1toS	844
P8_7D	171220Geh	single	VxC	4	3N	heart	1	0.971668	seedcoat	no	G1	1102
